Year,Country,Category,Value
2016,Guinea,Plants,44
2016,Guinea,Total,183
2016,Guinea,Vertebrates,132
2016,Guinea-Bissau,Invertebrates,2
2016,Guinea-Bissau,Plants,5
2016,Guinea-Bissau,Total,76
2016,Guinea-Bissau,Vertebrates,69
2016,Guyana,Invertebrates,1
2016,Guyana,Plants,26
2016,Guyana,Total,92
2016,Guyana,Vertebrates,65
2016,Haiti,Invertebrates,14
2016,Haiti,Plants,42
2016,Haiti,Total,169
2016,Haiti,Vertebrates,113
2016,Heard Is. and McDonald Is.,Invertebrates,0
2016,Heard Is. and McDonald Is.,Plants,0
2016,Heard Is. and McDonald Is.,Total,12
2016,Heard Is. and McDonald Is.,Vertebrates,12
2016,Holy See,Invertebrates,0
2016,Holy See,Plants,0
2016,Holy See,Total,1
2016,Holy See,Vertebrates,1
2016,Honduras,Invertebrates,21
2016,Honduras,Plants,123
2016,Honduras,Total,300
2016,Honduras,Vertebrates,156
2016,Hungary,Invertebrates,35
2016,Hungary,Plants,12
2016,Hungary,Total,72
2016,Hungary,Vertebrates,25
2016,Iceland,Invertebrates,0
2016,Iceland,Plants,0
2016,Iceland,Total,26
2016,Iceland,Vertebrates,26
2016,India,Invertebrates,135
2016,India,Plants,388
2016,India,Total,1051
2016,India,Vertebrates,528
2016,Indonesia,Invertebrates,290
2016,Indonesia,Plants,427
2016,Indonesia,Total,1257
2016,Indonesia,Vertebrates,540
2016,Iran,Invertebrates,24
2016,Iran,Plants,3
2016,Iran,Total,132
2016,Iran,Vertebrates,105
2016,Iraq,Invertebrates,17
2016,Iraq,Plants,1
2016,Iraq,Total,72
2016,Iraq,Vertebrates,54
2016,Ireland,Invertebrates,6
2016,Ireland,Plants,3
2016,Ireland,Total,49
2016,Ireland,Vertebrates,40
2016,Isle of Man,Invertebrates,0
2016,Isle of Man,Plants,0
2016,Isle of Man,Total,3
2016,Isle of Man,Vertebrates,3
2016,Israel,Invertebrates,74
2016,Israel,Plants,9
2016,Israel,Total,172
2016,Israel,Vertebrates,89
2016,Italy,Invertebrates,141
2016,Italy,Plants,79
2016,Italy,Total,305
2016,Italy,Vertebrates,85
2016,Jamaica,Invertebrates,15
2016,Jamaica,Plants,214
2016,Jamaica,Total,300
2016,Jamaica,Vertebrates,71
2016,Japan,Invertebrates,171
2016,Japan,Plants,46
2016,Japan,Total,397
2016,Japan,Vertebrates,180
2016,Jersey,Invertebrates,1
2016,Jersey,Plants,0
2016,Jersey,Total,6
2016,Jersey,Vertebrates,5
2016,Jordan,Invertebrates,61
2016,Jordan,Plants,5
2016,Jordan,Total,113
2016,Jordan,Vertebrates,47
2016,Kazakhstan,Invertebrates,7
2016,Kazakhstan,Plants,16
2016,Kazakhstan,Total,80
2016,Kazakhstan,Vertebrates,57
2016,Kenya,Invertebrates,84
2016,Kenya,Plants,222
2016,Kenya,Total,468
2016,Kenya,Vertebrates,162
2016,Kiribati,Invertebrates,81
2016,Kiribati,Plants,0
2016,Kiribati,Total,102
2016,Kiribati,Vertebrates,21
2016,Kuwait,Invertebrates,13
2016,Kuwait,Plants,0
2016,Kuwait,Total,49
2016,Kuwait,Vertebrates,36
2016,Kyrgyzstan,Invertebrates,4
2016,Kyrgyzstan,Plants,14
2016,Kyrgyzstan,Total,44
2016,Kyrgyzstan,Vertebrates,26
2016,Laos,Invertebrates,21
2016,Laos,Plants,41
2016,Laos,Total,215
2016,Laos,Vertebrates,153
2016,Latvia,Invertebrates,12
2016,Latvia,Plants,1
2016,Latvia,Total,29
2016,Latvia,Vertebrates,16
2016,Lebanon,Invertebrates,16
2016,Lebanon,Plants,10
2016,Lebanon,Total,84
2016,Lebanon,Vertebrates,58
2016,Lesotho,Invertebrates,3
2016,Lesotho,Plants,4
2016,Lesotho,Total,18
2016,Lesotho,Vertebrates,11
2016,Liberia,Invertebrates,11
2016,Liberia,Plants,52
2016,Liberia,Total,171
2016,Liberia,Vertebrates,108
2016,Libya,Invertebrates,4
2016,Libya,Plants,3
2016,Libya,Total,62
2016,Libya,Vertebrates,55
2016,Liechtenstein,Invertebrates,4
2016,Liechtenstein,Plants,0
2016,Liechtenstein,Total,6
2016,Liechtenstein,Vertebrates,2
2016,Lithuania,Invertebrates,7
2016,Lithuania,Plants,2
2016,Lithuania,Total,26
2016,Lithuania,Vertebrates,17
2016,Luxembourg,Invertebrates,7
2016,Luxembourg,Plants,0
2016,Luxembourg,Total,11
2016,Luxembourg,Vertebrates,4
2016,Madagascar,Invertebrates,110
2016,Madagascar,Plants,607
2016,Madagascar,Total,1244
2016,Madagascar,Vertebrates,527
2016,Malawi,Invertebrates,16
2016,Malawi,Plants,24
2016,Malawi,Total,175
2016,Malawi,Vertebrates,135
2016,Malaysia,Invertebrates,262
2016,Malaysia,Plants,721
2016,Malaysia,Total,1265
2016,Malaysia,Vertebrates,282
2016,Maldives,Invertebrates,46
2016,Maldives,Plants,0
2016,Maldives,Total,75
2016,Maldives,Vertebrates,29
2016,Mali,Invertebrates,0
2016,Mali,Plants,8
2016,Mali,Total,42
2016,Mali,Vertebrates,34
2016,Malta,Invertebrates,5
2016,Malta,Plants,4
2016,Malta,Total,39
2016,Malta,Vertebrates,30
2016,Marshall Islands,Invertebrates,73
2016,Marshall Islands,Plants,0
2016,Marshall Islands,Total,98
2016,Marshall Islands,Vertebrates,25
2016,Martinique,Invertebrates,2
2016,Martinique,Plants,9
2016,Martinique,Total,44
2016,Martinique,Vertebrates,33
2016,Mauritania,Invertebrates,3
2016,Mauritania,Plants,0
2016,Mauritania,Total,83
2016,Mauritania,Vertebrates,80
2016,Mauritius,Invertebrates,118
2016,Mauritius,Plants,90
2016,Mauritius,Total,253
2016,Mauritius,Vertebrates,45
2016,Mayotte,Invertebrates,69
2016,Mayotte,Plants,0
2016,Mayotte,Total,87
2016,Mayotte,Vertebrates,18
2016,Mexico,Invertebrates,102
2016,Mexico,Plants,402
2016,Mexico,Total,1152
2016,Mexico,Vertebrates,648
2016,Micronesia (Fed. States of),Invertebrates,115
2016,Micronesia (Fed. States of),Plants,4
2016,Micronesia (Fed. States of),Total,167
2016,Micronesia (Fed. States of),Vertebrates,48
2016,Monaco,Invertebrates,3
2016,Monaco,Plants,0
2016,Monaco,Total,20
2016,Monaco,Vertebrates,17
2016,Mongolia,Invertebrates,3
2016,Mongolia,Plants,0
2016,Mongolia,Total,40
2016,Mongolia,Vertebrates,37
2016,Montenegro,Invertebrates,35
2016,Montenegro,Plants,2
2016,Montenegro,Total,94
2016,Montenegro,Vertebrates,57
2016,Montserrat,Invertebrates,11
2016,Montserrat,Plants,6
2016,Montserrat,Total,53
2016,Montserrat,Vertebrates,36
2016,Morocco,Invertebrates,60
2016,Morocco,Plants,38
2016,Morocco,Total,199
2016,Morocco,Vertebrates,101
2016,Mozambique,Invertebrates,67
2016,Mozambique,Plants,84
2016,Mozambique,Total,278
2016,Mozambique,Vertebrates,127
2016,Myanmar,Invertebrates,77
2016,Myanmar,Plants,61
2016,Myanmar,Total,316
2016,Myanmar,Vertebrates,178
2016,Namibia,Invertebrates,4
2016,Namibia,Plants,28
2016,Namibia,Total,113
2016,Namibia,Vertebrates,81
2016,Nauru,Invertebrates,68
2016,Nauru,Plants,0
2016,Nauru,Total,82
2016,Nauru,Vertebrates,14
2016,Nepal,Invertebrates,3
2016,Nepal,Plants,17
2016,Nepal,Total,107
2016,Nepal,Vertebrates,87
2016,Netherlands,Invertebrates,10
2016,Netherlands,Plants,3
2016,Netherlands,Total,39
2016,Netherlands,Vertebrates,26
2016,New Caledonia,Invertebrates,125
2016,New Caledonia,Plants,286
2016,New Caledonia,Total,525
2016,New Caledonia,Vertebrates,114
2016,New Zealand,Invertebrates,46
2016,New Zealand,Plants,23
2016,New Zealand,Total,197
2016,New Zealand,Vertebrates,128
2016,Nicaragua,Invertebrates,20
2016,Nicaragua,Plants,46
2016,Nicaragua,Total,144
2016,Nicaragua,Vertebrates,78
2016,Niger,Invertebrates,1
2016,Niger,Plants,3
2016,Niger,Total,33
2016,Niger,Vertebrates,29
2016,Nigeria,Invertebrates,17
2016,Nigeria,Plants,197
2016,Nigeria,Total,359
2016,Nigeria,Vertebrates,145
2016,Niue,Invertebrates,30
2016,Niue,Plants,0
2016,Niue,Total,52
2016,Niue,Vertebrates,22
2016,Norfolk Island,Invertebrates,23
2016,Norfolk Island,Plants,1
2016,Norfolk Island,Total,42
2016,Norfolk Island,Vertebrates,18
2016,North Macedonia,Invertebrates,70
2016,North Macedonia,Plants,0
2016,North Macedonia,Total,104
2016,North Macedonia,Vertebrates,34
2016,Northern Mariana Islands,Invertebrates,57
2016,Northern Mariana Islands,Plants,5
2016,Northern Mariana Islands,Total,101
2016,Northern Mariana Islands,Vertebrates,39
2016,Norway,Invertebrates,10
2016,Norway,Plants,14
2016,Norway,Total,62
2016,Norway,Vertebrates,38
2016,Oman,Invertebrates,31
2016,Oman,Plants,6
2016,Oman,Total,99
2016,Oman,Vertebrates,62
2016,Other non-specified areas,Invertebrates,128
2016,Other non-specified areas,Plants,85
2016,Other non-specified areas,Total,336
2016,Other non-specified areas,Vertebrates,123
2016,Pakistan,Invertebrates,18
2016,Pakistan,Plants,12
2016,Pakistan,Total,140
2016,Pakistan,Vertebrates,110
2016,Palau,Invertebrates,146
2016,Palau,Plants,4
2016,Palau,Total,181
2016,Palau,Vertebrates,31
2016,Panama,Invertebrates,22
2016,Panama,Plants,208
2016,Panama,Total,381
2016,Panama,Vertebrates,151
2016,Papua New Guinea,Invertebrates,181
2016,Papua New Guinea,Plants,152
2016,Papua New Guinea,Total,488
2016,Papua New Guinea,Vertebrates,155
2016,Paraguay,Invertebrates,0
2016,Paraguay,Plants,19
2016,Paraguay,Total,59
2016,Paraguay,Vertebrates,40
2016,Peru,Invertebrates,8
2016,Peru,Plants,334
2016,Peru,Total,693
2016,Peru,Vertebrates,351
2016,Philippines,Invertebrates,237
2016,Philippines,Plants,239
2016,Philippines,Total,778
2016,Philippines,Vertebrates,302
2016,Pitcairn,Invertebrates,16
2016,Pitcairn,Plants,7
2016,Pitcairn,Total,44
2016,Pitcairn,Vertebrates,21
2016,Poland,Invertebrates,22
2016,Poland,Plants,13
2016,Poland,Total,58
2016,Poland,Vertebrates,23
2016,Portugal,Invertebrates,97
2016,Portugal,Plants,83
2016,Portugal,Total,272
2016,Portugal,Vertebrates,92
2016,Puerto Rico,Invertebrates,0
2016,Puerto Rico,Plants,57
2016,Puerto Rico,Total,126
2016,Puerto Rico,Vertebrates,69
2016,Qatar,Invertebrates,13
2016,Qatar,Plants,0
2016,Qatar,Total,39
2016,Qatar,Vertebrates,26
2016,South Korea,Invertebrates,5
2016,South Korea,Plants,32
2016,South Korea,Total,109
2016,South Korea,Vertebrates,72
2016,Moldova,Invertebrates,5
2016,Moldova,Plants,2
2016,Moldova,Total,33
2016,Moldova,Vertebrates,26
2016,Romania,Invertebrates,38
2016,Romania,Plants,5
2016,Romania,Total,92
2016,Romania,Vertebrates,49
2016,Russia,Invertebrates,36
2016,Russia,Plants,60
2016,Russia,Total,230
2016,Russia,Vertebrates,134
2016,Rwanda,Invertebrates,2
2016,Rwanda,Plants,8
2016,Rwanda,Total,61
2016,Rwanda,Vertebrates,51
2016,R�union,Invertebrates,87
2016,R�union,Plants,17
2016,R�union,Total,128
2016,R�union,Vertebrates,24
2016,Saint Barthelemy,Invertebrates,11
2016,Saint Barthelemy,Plants,2
2016,Saint Barthelemy,Total,31
2016,Saint Barthelemy,Vertebrates,18
2016,Saint Helena,Invertebrates,15
2016,Saint Helena,Plants,44
2016,Saint Helena,Total,98
2016,Saint Helena,Vertebrates,39
2016,Saint Kitts and Nevis,Invertebrates,10
2016,Saint Kitts and Nevis,Plants,2
2016,Saint Kitts and Nevis,Total,51
2016,Saint Kitts and Nevis,Vertebrates,39
2016,Saint Lucia,Invertebrates,11
2016,Saint Lucia,Plants,6
2016,Saint Lucia,Total,60
2016,Saint Lucia,Vertebrates,43
2016,Saint Martin (French part),Invertebrates,10
2016,Saint Martin (French part),Plants,3
2016,Saint Martin (French part),Total,50
2016,Saint Martin (French part),Vertebrates,37
2016,Saint Pierre and Miquelon,Invertebrates,0
2016,Saint Pierre and Miquelon,Plants,0
2016,Saint Pierre and Miquelon,Total,11
2016,Saint Pierre and Miquelon,Vertebrates,11
2016,Saint Vincent & Grenadines,Invertebrates,10
2016,Saint Vincent & Grenadines,Plants,5
2016,Saint Vincent & Grenadines,Total,56
2016,Saint Vincent & Grenadines,Vertebrates,41
2016,Samoa,Invertebrates,62
2016,Samoa,Plants,2
2016,Samoa,Total,93
2016,Samoa,Vertebrates,29
2016,San Marino,Invertebrates,1
2016,San Marino,Plants,0
2016,San Marino,Total,1
2016,San Marino,Vertebrates,0
2016,Sao Tome and Principe,Invertebrates,5
2016,Sao Tome and Principe,Plants,38
2016,Sao Tome and Principe,Total,94
2016,Sao Tome and Principe,Vertebrates,51
2016,Saudi Arabia,Invertebrates,59
2016,Saudi Arabia,Plants,3
2016,Saudi Arabia,Total,128
2016,Saudi Arabia,Vertebrates,66
2016,Senegal,Invertebrates,13
2016,Senegal,Plants,12
2016,Senegal,Total,120
2016,Senegal,Vertebrates,95
2016,Republic of Serbia,Invertebrates,24
2016,Republic of Serbia,Plants,6
2016,Republic of Serbia,Total,65
2016,Republic of Serbia,Vertebrates,35
2016,Seychelles,Invertebrates,319
2016,Seychelles,Plants,62
2016,Seychelles,Total,436
2016,Seychelles,Vertebrates,55
2016,Sierra Leone,Invertebrates,8
2016,Sierra Leone,Plants,65
2016,Sierra Leone,Total,176
2016,Sierra Leone,Vertebrates,103
2016,Singapore,Invertebrates,173
2016,Singapore,Plants,58
2016,Singapore,Total,294
2016,Singapore,Vertebrates,63
2016,Sint Maarten (Dutch part),Invertebrates,10
2016,Sint Maarten (Dutch part),Plants,2
2016,Sint Maarten (Dutch part),Total,49
2016,Sint Maarten (Dutch part),Vertebrates,37
2016,Slovakia,Invertebrates,22
2016,Slovakia,Plants,10
2016,Slovakia,Total,51
2016,Slovakia,Vertebrates,19
2016,Slovenia,Invertebrates,77
2016,Slovenia,Plants,11
2016,Slovenia,Total,138
2016,Slovenia,Vertebrates,50
2016,Solomon Islands,Invertebrates,151
2016,Solomon Islands,Plants,17
2016,Solomon Islands,Total,243
2016,Solomon Islands,Vertebrates,75
2016,Somalia,Invertebrates,62
2016,Somalia,Plants,43
2016,Somalia,Total,171
2016,Somalia,Vertebrates,66
2016,South Africa,Invertebrates,202
2016,South Africa,Plants,116
2016,South Africa,Total,537
2016,South Africa,Vertebrates,219
2016,South Georgia & Sandwich Is.,Invertebrates,0
2016,South Georgia & Sandwich Is.,Plants,0
2016,South Georgia & Sandwich Is.,Total,9
2016,South Georgia & Sandwich Is.,Vertebrates,9
2016,South Sudan,Invertebrates,0
2016,South Sudan,Plants,15
2016,South Sudan,Total,45
2016,South Sudan,Vertebrates,30
2016,Spain,Invertebrates,236
2016,Spain,Plants,221
2016,Spain,Total,592
2016,Spain,Vertebrates,135
2016,Sri Lanka,Invertebrates,130
2016,Sri Lanka,Plants,291
2016,Sri Lanka,Total,588
2016,Sri Lanka,Vertebrates,167
2016,State of Palestine,Invertebrates,4
2016,State of Palestine,Plants,3
2016,State of Palestine,Total,30
2016,State of Palestine,Vertebrates,23
2016,Sudan,Invertebrates,50
2016,Sudan,Plants,16
2016,Sudan,Total,129
2016,Sudan,Vertebrates,63
2016,Suriname,Invertebrates,1
2016,Suriname,Plants,27
2016,Suriname,Total,83
2016,Suriname,Vertebrates,55
2016,Svalbard and Jan Mayen Is.,Invertebrates,0
2016,Svalbard and Jan Mayen Is.,Plants,0
2016,Svalbard and Jan Mayen Is.,Total,7
2016,Svalbard and Jan Mayen Is.,Vertebrates,7
2016,Sweden,Invertebrates,15
2016,Sweden,Plants,14
2016,Sweden,Total,53
2016,Sweden,Vertebrates,24
2016,Switzerland,Invertebrates,43
2016,Switzerland,Plants,10
2016,Switzerland,Total,71
2016,Switzerland,Vertebrates,18
2016,Syria,Invertebrates,20
2016,Syria,Plants,13
2016,Syria,Total,127
2016,Syria,Vertebrates,94
2016,Tajikistan,Invertebrates,3
2016,Tajikistan,Plants,12
2016,Tajikistan,Total,44
2016,Tajikistan,Vertebrates,29
2016,Thailand,Invertebrates,211
2016,Thailand,Plants,150
2016,Thailand,Total,606
2016,Thailand,Vertebrates,245
2016,Timor-Leste,Invertebrates,1
2016,Timor-Leste,Plants,1
2016,Timor-Leste,Total,22
2016,Timor-Leste,Vertebrates,20
2016,Togo,Invertebrates,3
2016,Togo,Plants,12
2016,Togo,Total,78
2016,Togo,Vertebrates,63
2016,Tokelau,Invertebrates,35
2016,Tokelau,Plants,0
2016,Tokelau,Total,49
2016,Tokelau,Vertebrates,14
2016,Tonga,Invertebrates,47
2016,Tonga,Plants,4
2016,Tonga,Total,77
2016,Tonga,Vertebrates,26
2016,Trinidad and Tobago,Invertebrates,10
2016,Trinidad and Tobago,Plants,2
2016,Trinidad and Tobago,Total,68
2016,Trinidad and Tobago,Vertebrates,56
2016,Tunisia,Invertebrates,17
2016,Tunisia,Plants,7
2016,Tunisia,Total,94
2016,Tunisia,Vertebrates,70
2016,Turkey,Invertebrates,78
2016,Turkey,Plants,105
2016,Turkey,Total,382
2016,Turkey,Vertebrates,199
2016,Turkmenistan,Invertebrates,7
2016,Turkmenistan,Plants,4
2016,Turkmenistan,Total,53
2016,Turkmenistan,Vertebrates,42
2016,Turks and Caicos Islands,Invertebrates,10
2016,Turks and Caicos Islands,Plants,9
2016,Turks and Caicos Islands,Total,56
2016,Turks and Caicos Islands,Vertebrates,37
2016,Tuvalu,Invertebrates,78
2016,Tuvalu,Plants,0
2016,Tuvalu,Total,95
2016,Tuvalu,Vertebrates,17
2016,U.S. Minor Outlying islands,Invertebrates,47
2016,U.S. Minor Outlying islands,Plants,0
2016,U.S. Minor Outlying islands,Total,72
2016,U.S. Minor Outlying islands,Vertebrates,25
2016,Uganda,Invertebrates,19
2016,Uganda,Plants,52
2016,Uganda,Total,187
2016,Uganda,Vertebrates,116
2016,Ukraine,Invertebrates,23
2016,Ukraine,Plants,19
2016,Ukraine,Total,94
2016,Ukraine,Vertebrates,52
2016,United Arab Emirates,Invertebrates,15
2016,United Arab Emirates,Plants,0
2016,United Arab Emirates,Total,56
2016,United Arab Emirates,Vertebrates,41
2016,United Kingdom,Invertebrates,18
2016,United Kingdom,Plants,22
2016,United Kingdom,Total,101
2016,United Kingdom,Vertebrates,61
2016,United Republic of Tanzania,Invertebrates,129
2016,United Republic of Tanzania,Plants,602
2016,United Republic of Tanzania,Total,1086
2016,United Republic of Tanzania,Vertebrates,355
2016,United States of America,Invertebrates,578
2016,United States of America,Plants,447
2016,United States of America,Total,1479
2016,United States of America,Vertebrates,454
2016,United States Virgin Islands,Invertebrates,0
2016,United States Virgin Islands,Plants,12
2016,United States Virgin Islands,Total,54
2016,United States Virgin Islands,Vertebrates,42
2016,Uruguay,Invertebrates,2
2016,Uruguay,Plants,22
2016,Uruguay,Total,106
2016,Uruguay,Vertebrates,82
2016,Uzbekistan,Invertebrates,3
2016,Uzbekistan,Plants,17
2016,Uzbekistan,Total,59
2016,Uzbekistan,Vertebrates,39
2016,Vanuatu,Invertebrates,92
2016,Vanuatu,Plants,10
2016,Vanuatu,Total,139
2016,Vanuatu,Vertebrates,37
2016,Venezuela,Invertebrates,26
2016,Venezuela,Plants,82
2016,Venezuela,Total,320
2016,Venezuela,Vertebrates,212
2016,Vietnam,Invertebrates,152
2016,Vietnam,Plants,204
2016,Vietnam,Total,616
2016,Vietnam,Vertebrates,260
2016,Wallis and Futuna Islands,Invertebrates,65
2016,Wallis and Futuna Islands,Plants,1
2016,Wallis and Futuna Islands,Total,90
2016,Wallis and Futuna Islands,Vertebrates,24
2016,Western Sahara,Invertebrates,3
2016,Western Sahara,Plants,0
2016,Western Sahara,Total,47
2016,Western Sahara,Vertebrates,44
2016,Yemen,Invertebrates,68
2016,Yemen,Plants,162
2016,Yemen,Total,297
2016,Yemen,Vertebrates,67
2016,Zambia,Invertebrates,14
2016,Zambia,Plants,20
2016,Zambia,Total,85
2016,Zambia,Vertebrates,51
2016,Zimbabwe,Invertebrates,5
2016,Zimbabwe,Plants,17
2016,Zimbabwe,Total,61
2016,Zimbabwe,Vertebrates,39
2017,Afghanistan,Invertebrates,2
2017,Afghanistan,Plants,5
2017,Afghanistan,Total,42
2017,Afghanistan,Vertebrates,35
2017,Albania,Invertebrates,68
2017,Albania,Plants,0
2017,Albania,Total,130
2017,Albania,Vertebrates,62
2017,Algeria,Invertebrates,38
2017,Algeria,Plants,18
2017,Algeria,Total,135
2017,Algeria,Vertebrates,79
2017,American Samoa,Invertebrates,64
2017,American Samoa,Plants,1
2017,American Samoa,Total,92
2017,American Samoa,Vertebrates,27
2017,Andorra,Invertebrates,8
2017,Andorra,Plants,0
2017,Andorra,Total,13
2017,Andorra,Vertebrates,5
2017,Angola,Invertebrates,9
2017,Angola,Plants,34
2017,Angola,Total,146
2017,Angola,Vertebrates,103
2017,Anguilla,Invertebrates,10
2017,Anguilla,Plants,4
2017,Anguilla,Total,52
2017,Anguilla,Vertebrates,38
2017,Antarctica,Invertebrates,0
2017,Antarctica,Plants,0
2017,Antarctica,Total,6
2017,Antarctica,Vertebrates,6
2017,Antigua and Barbuda,Invertebrates,11
2017,Antigua and Barbuda,Plants,4
2017,Antigua and Barbuda,Total,55
2017,Antigua and Barbuda,Vertebrates,40
2017,Areas n.e.s,Invertebrates,1
2017,Areas n.e.s,Plants,0
2017,Areas n.e.s,Total,4
2017,Areas n.e.s,Vertebrates,3
2017,Argentina,Invertebrates,14
2017,Argentina,Plants,70
2017,Argentina,Total,256
2017,Argentina,Vertebrates,172
2017,Armenia,Invertebrates,9
2017,Armenia,Plants,71
2017,Armenia,Total,114
2017,Armenia,Vertebrates,34
2017,Aruba,Invertebrates,2
2017,Aruba,Plants,2
2017,Aruba,Total,32
2017,Aruba,Vertebrates,28
2017,Australia,Invertebrates,531
2017,Australia,Plants,94
2017,Australia,Total,948
2017,Australia,Vertebrates,323
2017,Austria,Invertebrates,71
2017,Austria,Plants,21
2017,Austria,Total,118
2017,Austria,Vertebrates,26
2017,Azerbaijan,Invertebrates,7
2017,Azerbaijan,Plants,42
2017,Azerbaijan,Total,97
2017,Azerbaijan,Vertebrates,48
2017,Bahamas,Invertebrates,12
2017,Bahamas,Plants,8
2017,Bahamas,Total,86
2017,Bahamas,Vertebrates,66
2017,Bahrain,Invertebrates,13
2017,Bahrain,Plants,0
2017,Bahrain,Total,36
2017,Bahrain,Vertebrates,23
2017,Bangladesh,Invertebrates,7
2017,Bangladesh,Plants,21
2017,Bangladesh,Total,151
2017,Bangladesh,Vertebrates,123
2017,Barbados,Invertebrates,11
2017,Barbados,Plants,3
2017,Barbados,Total,56
2017,Barbados,Vertebrates,42
2017,Belarus,Invertebrates,9
2017,Belarus,Plants,1
2017,Belarus,Total,25
2017,Belarus,Vertebrates,15
2017,Belgium,Invertebrates,14
2017,Belgium,Plants,1
2017,Belgium,Total,37
2017,Belgium,Vertebrates,22
2017,Belize,Invertebrates,12
2017,Belize,Plants,36
2017,Belize,Total,117
2017,Belize,Vertebrates,69
2017,Benin,Invertebrates,3
2017,Benin,Plants,17
2017,Benin,Total,88
2017,Benin,Vertebrates,68
2017,Bermuda,Invertebrates,28
2017,Bermuda,Plants,8
2017,Bermuda,Total,72
2017,Bermuda,Vertebrates,36
2017,Bhutan,Invertebrates,1
2017,Bhutan,Plants,18
2017,Bhutan,Total,71
2017,Bhutan,Vertebrates,52
2017,Bolivia,Invertebrates,3
2017,Bolivia,Plants,104
2017,Bolivia,Total,231
2017,Bolivia,Vertebrates,124
2017,"Bonaire, St. Eustatius & Saba",Invertebrates,11
2017,"Bonaire, St. Eustatius & Saba",Plants,3
2017,"Bonaire, St. Eustatius & Saba",Total,56
2017,"Bonaire, St. Eustatius & Saba",Vertebrates,42
2017,Bosnia and Herzegovina,Invertebrates,39
2017,Bosnia and Herzegovina,Plants,1
2017,Bosnia and Herzegovina,Total,91
2017,Bosnia and Herzegovina,Vertebrates,51
2017,Botswana,Invertebrates,0
2017,Botswana,Plants,2
2017,Botswana,Total,28
2017,Botswana,Vertebrates,26
2017,Bouvet Island,Invertebrates,0
2017,Bouvet Island,Plants,0
2017,Bouvet Island,Total,3
2017,Bouvet Island,Vertebrates,3
2017,Brazil,Invertebrates,55
2017,Brazil,Plants,532
2017,Brazil,Total,990
2017,Brazil,Vertebrates,403
2017,British Indian Ocean Terr.,Invertebrates,69
2017,British Indian Ocean Terr.,Plants,1
2017,British Indian Ocean Terr.,Total,85
2017,British Indian Ocean Terr.,Vertebrates,15
2017,British Virgin Islands,Invertebrates,10
2017,British Virgin Islands,Plants,10
2017,British Virgin Islands,Total,67
2017,British Virgin Islands,Vertebrates,47
2017,Brunei,Invertebrates,8
2017,Brunei,Plants,104
2017,Brunei,Total,193
2017,Brunei,Vertebrates,81
2017,Bulgaria,Invertebrates,48
2017,Bulgaria,Plants,6
2017,Bulgaria,Total,104
2017,Bulgaria,Vertebrates,50
2017,Burkina Faso,Invertebrates,1
2017,Burkina Faso,Plants,3
2017,Burkina Faso,Total,31
2017,Burkina Faso,Vertebrates,27
2017,Burundi,Invertebrates,7
2017,Burundi,Plants,8
2017,Burundi,Total,61
2017,Burundi,Vertebrates,46
2017,Cabo Verde,Invertebrates,13
2017,Cabo Verde,Plants,3
2017,Cabo Verde,Total,65
2017,Cabo Verde,Vertebrates,49
2017,Cambodia,Invertebrates,79
2017,Cambodia,Plants,35
2017,Cambodia,Total,255
2017,Cambodia,Vertebrates,141
2017,Cameroon,Invertebrates,27
2017,Cameroon,Plants,490
2017,Cameroon,Total,775
2017,Cameroon,Vertebrates,258
2017,Canada,Invertebrates,27
2017,Canada,Plants,14
2017,Canada,Total,122
2017,Canada,Vertebrates,81
2017,Cayman Islands,Invertebrates,11
2017,Cayman Islands,Plants,22
2017,Cayman Islands,Total,74
2017,Cayman Islands,Vertebrates,41
2017,Central African Republic,Invertebrates,0
2017,Central African Republic,Plants,24
2017,Central African Republic,Total,60
2017,Central African Republic,Vertebrates,36
2017,Chad,Invertebrates,4
2017,Chad,Plants,6
2017,Chad,Total,43
2017,Chad,Vertebrates,33
2017,Chile,Invertebrates,13
2017,Chile,Plants,72
2017,Chile,Total,197
2017,Chile,Vertebrates,112
2017,China,Invertebrates,76
2017,China,Plants,574
2017,China,Total,1080
2017,China,Vertebrates,430
2017,"China, Hong Kong SAR",Invertebrates,8
2017,"China, Hong Kong SAR",Plants,9
2017,"China, Hong Kong SAR",Total,64
2017,"China, Hong Kong SAR",Vertebrates,47
2017,"China, Macao SAR",Invertebrates,1
2017,"China, Macao SAR",Plants,0
2017,"China, Macao SAR",Total,11
2017,"China, Macao SAR",Vertebrates,10
2017,Christmas Island,Invertebrates,18
2017,Christmas Island,Plants,1
2017,Christmas Island,Total,39
2017,Christmas Island,Vertebrates,20
2017,Cocos (Keeling) Islands,Invertebrates,20
2017,Cocos (Keeling) Islands,Plants,0
2017,Cocos (Keeling) Islands,Total,33
2017,Cocos (Keeling) Islands,Vertebrates,13
2017,Colombia,Invertebrates,52
2017,Colombia,Plants,258
2017,Colombia,Total,835
2017,Colombia,Vertebrates,525
2017,Comoros,Invertebrates,74
2017,Comoros,Plants,7
2017,Comoros,Total,114
2017,Comoros,Vertebrates,33
2017,Congo,Invertebrates,7
2017,Congo,Plants,45
2017,Congo,Total,134
2017,Congo,Vertebrates,82
2017,Cook Islands,Invertebrates,32
2017,Cook Islands,Plants,11
2017,Cook Islands,Total,75
2017,Cook Islands,Vertebrates,32
2017,Costa Rica,Invertebrates,31
2017,Costa Rica,Plants,140
